Time,event_id,event_type,abstract,safety,event_narrative
6/7/1995,397,Science," While on the launch pad, Viking experienced an anomalous power turn-on that resulted in a total discharge of the spacecraft batteries. Failure analysis had not detected that discrete failure of a relay located in support equipment could have caused the problem. All interfaces with the spacecraft should be subject to failure mode analysis, status indicators or alarms should be used, and the spacecraft should not be left unattended unless periodic monitoring is conducted. ",TRUE,"Failure mode analysis can disclose potential fault scenarios and indicate prudent preventive action.  

        Periodic monitoring of spacecraft can provide detection of anomalous conditions.  
      "
6/7/1995,399,Science," During arc welding of a Galileo propulsion fuel line, an arc to the spacecraft caused an uncontrolled transient pulse of current that flowed through portions of the spacecraft structure and electronics. The potential for anomalies to introduce transient currents prompted recommendations involving interface design, planning of welding operations, and evaluation of electrical and insulation characteristics. ",TRUE,"The complicated thermal and mechanical interface design of the RPM forced welding assembly and disassembly operations into a confined area, leading directly to a hazardous operation.  

        Unforeseen anomalies can introduce uncontrolled transient pulses of current into mechanisms which are not designed to conduct electricity.  
      "
6/7/1995,396,Science," Shortly after transmitter turn-on, SIR-B suffered a radiated power drop. After Shuttle landing, troubleshooting discovered a sliver of metal embedded in the center conductor of the GFE antenna cable. For critical GFE components, obtain copies of the test procedures and the test data; perform RF breakdown and end-to-end system tests. ",TRUE,"Review and verification of test procedures and test data from critical components supplied as GFE by other organizations ensures that project testing requirements have been met.  

        RF breakdown tests on RF generation or amplification and antenna feed system components provide assurance that the components meet flight operational requirements.  

        End-to-end system tests are particularly critical if the system includes data generation and data flow.  
      "
6/7/1995,398,Science," After rework of a Galileo subsystem, it was discovered that the size of PWB traces in a subsystem power supply had the effect of limiting voltages elsewhere in the system. The problem was corrected by adding conductors in parallel with the traces. 

     Subsystem design analysis must consider all aspects of the end-to-end implementation, and subsystem testing must duplicate all aspects of the flight system configuration that could affect subsystem performance.  
     ",TRUE, The trace size of subsystem printed wiring board conductors can affect system level voltages. 
6/6/1995,395,Science," Before the first Mercury encounter, the MVM'73 high gain antenna suddenly lost 3 dB in gain and changed from circular to linear in polarization. It was suspected that either particles or chips left in the S-band feed cavity after antenna assembly caused a short circuit, or a combination of tolerance build-up and thermal effects caused a dimensional change. Worst case analysis should be preformed on any equipment suspected to be sensitive to assembly practices or tolerance build-up. ",TRUE,"A worst case analysis could have predicted potential performance anomalies of equipment susceptible to tolerance build-up.  

        During critical spaceflight events it proved to be extremely valuable to have the original development engineers committed and available to assist in any in-flight anomaly analysis and correction.  
      "
5/30/1995,391,Science," The Galileo mission twice experienced difficulties with recovery from safing errors due to a lack of a formal safing recovery plan and to software/documentation that had not been kept current on spacecraft states. Maintain and update an anomaly recovery plan, log spacecraft event updates, take care in reusing previously successful command packages, and identify nonstandard ground system configurations. ",TRUE," No formal safing recovery plan existed. Coupled with an ambitious deadline for recovery completion, this resulted in inadequate review, inspection, checking and testing of the recovery package.  

        Documentation relating to pre-fault and post-fault spacecraft states was not kept current, and the configuration management system to log updates to system fault protection changes was lacking.  

        Spacecraft state is not always easy to identify and errors in spacecraft state determination are possible. This caused some confusion during this event.  

        Software packages that have worked in the past could prove to be faulty or inappropriate for the current spacecraft state.  

        It is risky to depend on nonstandard ground system configurations in constructing commands.  
      "
5/30/1995,394,Science," Near the end of the Voyager 2 Saturn encounter, the scan platform azimuth actuator seized, causing a scan platform pointing error that resulted in a loss of some data. Recommendations involved the need for life cycle testing of critical rotating mechanical equipment, and attention to factors that could cause increased drive torque requirements for rotating elements used in a space environment. ",TRUE," Life cycle testing of rotating mechanical equipment used in a space environment can aid in design verification, and can enable analysis of in-flight faults. "
5/30/1995,393,Science," A failure in the ATMOS instrument laser was attributed to a pressure loss caused by use of machine screws of excessive length in a modified housing. Sealed flight equipment requiring container integrity should be designed to provide continuous passive indication of leaks. When modifying equipment, ascertain that the as-built configuration is understood. ",TRUE,"Failure to provide verification of seal integrity of pressurized containers can result in failure of flight equipment.  

        All flight equipment modifications require evaluation of resulting configuration changes.  
      "
5/15/1995,961,Exploration Systems,,FALSE, Avoiding overcomplexity of component test facilities prevents many potential engine component failures. 
5/15/1995,966,Exploration Systems,,FALSE, Fuel system oscillations can be reduced during the startup phase by closely controlled engine priming sequence. 
5/15/1995,964,Exploration Systems,,FALSE, Dry gaseous purges in a start preparation phase will aid in obtaining a reliable start sequence. 
5/15/1995,962,Exploration Systems,,FALSE, The use of computer models to depict transient behavior helps to characterize critical startup and operational parameters. 
5/15/1995,960,Exploration Systems,,FALSE, The use of an Integrated Subsystem test Bed and Full Engine Testing in preference to individual component testing speeds up the development process and produces a high reliability engine that takes into account subsystem interactions. A special engineering and management team is required to integrate the components and to plan the test program. 
5/15/1995,967,Exploration Systems,,FALSE," Instrumented ""safety checks"" at critical points in the startup and operational procedures ensure proper engine system priming. "
5/15/1995,965,Exploration Systems,,FALSE, Recirculation flows of propellants can be used to pre-chill turbopumps to cryogenic temperatures and to eliminate gas pockets in the propellant feed system. 
5/15/1995,963,Exploration Systems,,FALSE, Exploration of engine start sequences in small time increments provides reliable start cycles. 
3/27/1995,947,Exploration Systems,,FALSE, An interference fit is required between case and nozzle insulation to prevent hot gas leakage between the insulation that could reach the joint's metal parts. 
3/27/1995,958,Exploration Systems,,FALSE," External joint insulation and sealing, (coupled with the field joint heater) is required to maintain field joint ""O"" rings at a 75&deg; F minimum temperature, and to prevent moisture intrusion for both the field joints and the factory joints. "
3/27/1995,956,Exploration Systems,,FALSE," A second leak check port is required because of the third ""O"" ring that was added in the capture feature, and to provide a port to verify and seat the primary ""O"" ring. "
3/27/1995,954,Exploration Systems,,FALSE," ""O"" rings become inflexible and do not properly seal at low temperatures. A heater is needed to raise the ""O"" ring temperature above that which would cause improper sealing. "
3/27/1995,952,Exploration Systems,,FALSE," A capture feature is required on case-to-case solid rocket motor field joints to prevent joint rotation and subsequent deactivation of primary and secondary sealing ""O"" rings. "
3/27/1995,948,Exploration Systems,,FALSE, A polysulfide adhesive will provide a much more secure and impenetrable insulation joint than the Zinc Chromate Putty used in 51-L and previous solid rocket motors. 
3/27/1995,946,Exploration Systems,,FALSE, A pressurizing slot was designed and implemented in the case-to-nozzle joints in large solid propellant rocket motors between nozzle and case insulation joints. 
2/13/1995,381,Exploration Systems," Although measurements at JPL suggested that the Voyager antenna system and its RF probe were not strongly affected by the building environment, the building environment at the test range location caused noticeable RF variations. When planning RF tests in different facilities, pathfinder tests should be conducted. Use RF probes with high directivity and shield the antenna from metallic surroundings that cause RF reflections. ",TRUE, RF testing can be strongly affected by the building environment. 
2/1/1995,378,Exploration Systems," An essential in-flight test of the Viking Lander transmitter output could not be conducted due to the antenna's proximity to the Orbiter receiver antenna when Lander and Orbiter were mated. During the system design phase, system engineers must be sensitive to the various configurations to be encountered during the system test program. ",TRUE, System engineers cannot rely on the individual subsystem engineers to predict problems of their subsystems interacting with other subsystems during system tests. 
2/1/1995,379,Exploration Systems, A violation of electrical interfacing and grounding requirements for Magellan resulted in substantial damage to the CDS analog telemetry circuitry. Care must be taken to ensure that design changes are properly reviewed. A formal project waiver of requirements should be obtained. ,TRUE, Violations of electrical interfacing and grounding requirements can have serious consequences and should not be undertaken lightly or without a formal project waiver. 
2/1/1995,380,Exploration Systems," For Voyager and Viking, tape position error accumulation on the onboard spacecraft tape recorder required arduous workarounds to reset the position indicator. Specifically, up/down counters should be used in all bidirectional divide by stages whenever accurate position information is needed. ",TRUE, Tape position error accumulation on an onboard spacecraft tape recorder can require arduous workarounds to reset the position indicator. 
