Time,event_id,event_type,abstract,safety,event_narrative
2/1/1999,783,Aeronautics Research," Preferred Practice for Design &amp; Test. Demonstrated design adequacy and its implications to long-term reliability are affected. For example, testing at 50&deg;C instead of 75&deg;C and for about 20 hours instead of 144 hours reduces a test's demonstrated reliability by a factor on the order of 50.  
     Perform thermal dwell test on protoflight hardware over the temperature range of +75&deg;C/-20&deg;C (applied at the thermal control/mounting surface or shearplate) for 24 hours at the cold end and 144 to 288 hours at the hot end. Note: Thermal dwell testing is the standard practice at JPL for systems and components that do not thermally cycle during flight. For systems and components that do thermally cycle (generally over a range &gt; 20&deg;C) in flight, the JPL practice is to cycle over a conservative range for three times the number of flight cycles. ",FALSE," Demonstrated design adequacy and its implications to long term reliability are affected. For example, testing at 50&deg;C instead of 75&deg;C and for about 20 hours instead of 144 hours reduces test demonstrated reliability by a factor on the order of 50. "
2/1/1999,817,Aeronautics Research,,FALSE," Failure to perform vibroacoustic testing could result in payload failures when subjected to the vibroacoustic environments of the mission, particularly the severe acoustic environment of launch. In addition, the simultaneous occurrence of low-frequency random vibration with high-intensity, low-frequency acoustics can cause failure of load-carrying elements. Examples of components that are susceptible to failure due to random vibration excitation are thin films, filaments, electronic circuit boards, and optical elements. "
2/1/1999,816,Aeronautics Research,,FALSE, The use of the redesigned tube-piercing valve in place of the commercial valve provided one with no leakage and more robust and reliable operational characteristics. Re-use of the commercial valve would give less than satisfactory results in OAFGSS testing. 
2/1/1999,815,Aeronautics Research,,FALSE," The non-use of coupled vehicle/spacecraft calculations can lead to a poorly designed structure, that is, substantially above minimum weight, but not necessarily above dynamic stiffness requirements. Structural and operational reliability of the mission will have been undermined. Unless alternative methods which bound loads have been used, predicted responses, stresses and deformations will be inaccurate. "
2/1/1999,796,Aeronautics Research, Preferred Practice for Design &amp; Test. The neglect of EMI noise from transient circuits can cause interference problems and/or degraded performance in electronic devices. Network circuit analysis programs are valuable tools in the analysis of switching circuit transients which are capable of generating conducted and radiated electromagnetic interference (EMI). The analysis is performed to insure that disruptions or degradations due to EMI do not occur. EMI is capable of disrupting the normal operating environment of an electronic circuit or degrading the performance of such a circuit. ,FALSE, The neglect of EMI noise from transient circuits can cause interference problems and/or degraded performance in electronic devices. 
2/1/1999,781,Aeronautics Research," Preferred Practice for Design &amp; Test. Performing an atmospheric pressure thermal (T/A) test in lieu of thermal/vacuum (T/V) test reduces the hot temperature margin, screening strength, and test demonstrated reliability. Hot temperature margins can be compromised to the point where there is a zero or negative margin between environmental test levels and the allowable flight level (e.g., a test with only a planned 10 deg C margin and a T/A reduction effect of 15 to 20 deg C would result in a negative test margin). Screening strengths can be reduced by factors of 2 to 4 or more. Test demonstrated reliability can be reduced by factors of 2 to 10 or more. Perform all thermal environmental tests on electronic spaceflight hardware in a flight-like thermal vacuum environment (i.e., do not substitute an atmospheric pressure thermal test for the thermal/vacuum test). Moreover, if a compromise is thought to be necessary for non-technical reasons, then an analysis is required to
    quantify the reduction in test demonstrated reliability. ",FALSE," Performing an atmospheric pressure thermal (T/A) test in lieu of thermal/vacuum (T/V) test reduces the hot temperature margin, screening strength, and test demonstrated reliability. Hot temperature margins can be compromised to the point where there is a zero or negative margin between environmental test levels and the allowable flight level (e.g., a test with only a planned 10 deg C margin and a T/A reduction effect of 15 to 20 deg C would result in a negative test margin). Screening strengths can be reduced by factors of 2 to 4 or more. Test demonstrated reliability can be reduced by factors of 2 to 10 or more. "
2/1/1999,814,Aeronautics Research,,FALSE," Without screening, there could be latent failure mechanisms that could cause flight delays and/or failures. For example, two circuits on the Solar Maximum Mission (SMM) spacecraft failed. The failed parts were analyzed upon return from the repair mission and found to contain defects that would have been revealed through screening. In one case, the microcircuit had a metallization flaw; in the second, the CMOS microcircuit had contamination on the die. In another example, screening tests performed on microcircuits resulted in an 85% failure rate. Subsequent failure analysis revealed that improper parts had been used. "
2/1/1999,813,Aeronautics Research,,FALSE, Insulation breakdown due to undetected corona discharge can cause power system components to degrade and fail in time. High voltage power supplies that are not tested for corona could experience failures that disrupt mission objectives due to corona-caused shorts. 
2/1/1999,812,Aeronautics Research,,FALSE, Nonpractice could result in an unacceptable leakages of the cryogenic fuels from the LO<small><sub>2</sub></small> and LH<small><sub>2</sub></small> tanks and the propulsion system lines. Excessive leakage could ignite in the presence of an ignition source and could result in catastrophic loss of vehicle and crew. Excessive leakage could cause launch delays and result in excessive program cost. 
2/1/1999,792,Aeronautics Research, Preferred Practice for Design &amp; Test. The RDM requirement provides a systematic approach to managing the mission risk posed by uncertainties in both the radiation model and hardware susceptibility to radiation. The failure to apply a radiation factor to part selection and shielding design represents a significant risk that a critical subsystem or assembly will prove vulnerable to the radiation environment encountered during the mission. Design spacecraft hardware assemblies with the required radiation design margin (RDM) to assure that they can withstand ionization effects and displacement damage resulting from the flight radiation environment. The term &ldquo;margin&rdquo; does not imply a known factor of safety but rather accommodates the uncertainty in the radiation susceptibility predictions. The reliability requirement to survive for a period of time in the anticipated mission radiation environment is a spacecraft design driver. ,FALSE, The RDM requirement provides a systematic approach to managing the mission risk posed by uncertainties in both the radiation model and hardware susceptibility to radiation. The failure to apply a radiation factor to part selection and shielding design represents a significant risk that a critical subsystem or assembly will prove vulnerable to the radiation environment encountered during the mission. 
2/1/1999,779,Aeronautics Research," Preferred Practice for Design &amp; Test. If the thermal-vacuum tests do not follow the dynamics tests, more intermittent or incipient discontinuity type failures may go undetected. If the defects are not detected during assembly level tests and are subsequently detected during the system level tests, redesign or rework at this late stage of the process could cause delays, increase costs, or make it necessary to accept additional risk that might have been avoided. If the defects are not detected at the system level, the defects may then cause hardware anomalies during the mission, and in the extreme could cause a mission failure. Perform dynamic tests prior to performing thermal-vacuum tests on flight hardware. ",FALSE," If the thermal-vacuum tests do not follow the dynamics tests, more intermittent or incipient discontinuity type failures may go undetected. If the defects are not detected during assembly level tests and are subsequently detected during the system level tests, redesign or rework at this late stage of the process could cause delays, increase costs, or make it necessary to accept additional risk that might have been avoided. If the defects are not detected at the system level, the defects may then cause hardware anomalies during the mission, and in the extreme could cause a mission failure. "
2/1/1999,811,Aeronautics Research,,FALSE, Failure to detect defects and flaws internal to materials could result in failure of components and possible loss of mission and life. 
2/1/1999,809,Aeronautics Research,,FALSE, Hot parts increase failure rate and reduce life. High part failure rates lower the reliability of flight hardware. Low reliability can cause early mission failures that can be very expensive and lower agency prestige. 
2/1/1999,808,Aeronautics Research,,FALSE," Failure to detect defects in surface and subsurface areas of components could result in failure of the components, failure of mission and in extreme cases loss of life. "
2/1/1999,790,Aeronautics Research, Preferred Practice for Design &amp; Test. The utilization of a P/F reporting system that has an independent P/F closure process is a major factor in the elimination of in-flight hardware/software failures attributed to preflight P/F that were not resolved adequately prior to launch. Problem/Failure (P/F) Reports are reviewed independently and approved by reliability engineering specialists to ensure objectivity and integrity in the closure process. ,FALSE, The utilization of a P/F reporting system that has an effective independent P/F closure process is a major factor in the elimination of in-flight hardware/software failures attributed to preflight P/F that were not resolved adequately prior to launch. 
2/1/1999,788,Aeronautics Research," Preferred Practice for Design &amp; Test. Unpredictable operational anomalies and electronic parts failure could be caused by in-flight ESD events. The consequences could be catastrophic. Considering the natural environment, perform spacecraft charging analyses to determine that the energy that can be stored by each nonconductive surface is less than 3 mJ. Determine the feasibility of occurrence of electrostatic discharges (ESD). ESD should not be allowed to occur on surfaces near receivers/antenna operating at less than 8 GHz or on surfaces near sensitive circuits. For this practice to be effective, a test program to demonstrate the spacecraft's immunity to a 3 mJ ESD is required. ",FALSE, Unpredictable operational anomalies and electronic parts failure could be caused by in-flight ESD events. The consequences could be catastrophic. 
2/1/1999,764,Aeronautics Research,,FALSE," Failure to adhere to proven criteria for controlling SCC could result in hardware failure, which could result in schedule slippages, excessive resource expenditures, shortened mission life, mission failure, and, in extreme cases, loss of life. "
2/1/1999,762,Aeronautics Research,,FALSE," Failure to effectively use the methods and tools described in this practice could result in excessive project development time or cost, and failure to attain the highest achievable reliability. "
2/1/1999,760,Aeronautics Research,,FALSE," Failure to detect flaws in the surface or near surface areas of components could result in failure of the components and possibly failure of the mission. Failure to use ECT when applicable to aerospace materials could result in the use of a slower, less cost effective, and less reliable method for detecting surface and near surface flaws in aerospace materials. "
2/1/1999,807,Aeronautics Research,,FALSE," Failure to locate surface flaws in critical stressed areas of parts and structures could result in loss of part or structure, loss of mission, and in extreme cases loss of life. "
2/1/1999,806,Aeronautics Research,,FALSE, Failure to conduct technology testing could result in the absence of reliability enhancing improvements in the engine configuration and could cause subtle failure modes or performance limits to be unnoticed until critical points in the engine development or flight schedule. 
2/1/1999,805,Aeronautics Research,,FALSE," Failure to issue or properly designate or to review for program/project impact ALERTS and Problem Advisories or SAFE-ALERTS could cause duplication of testing, possible schedule delays, loss of mission, and, in extreme circumstances, loss of life. "
2/1/1999,786,Aeronautics Research," Preferred Practice for Design &amp; Test. The absence of independent review of reliability analyses results in the very real possibility of not detecting a design defect. Establish a mandatory closed-loop system for detailed, independent, and timely technical reviews of all analyses performed in support of the reliability/design process. ",FALSE," The absence of independent review of reliability analyses results in the very real possibility of not detecting a design defect. The process rapidly degenerates if the design analyst feels that the analysis task is performed simply to satisfy a project milestone. The depth and accuracy of the analysis suffers, and because of the lack of feedback (positive or negative), there is no increase in technical competence. An independent review with no closed-loop correction system is of little value because experience has shown that condoned apathy will replace corrective action in many cases. Also, there will be no accurate technical and historical record of the design process to aid the troubleshooting required by test or mission failures; and there will be no inheritance record to forward with hardware that is used on more than one project. "
2/1/1999,784,Aeronautics Research," Preferred Practice for Design &amp; Test. A failure to conduct powered-on vibration test may increase the risk of flight equipment containing flaws or intermittencies, such as electrical arcing, open circuits, and relay chatter, that may cause mission compromises or hardware failures. Supply power to electronic assemblies during vibration, acoustics, and pyroshock, and monitor the electrical functions continuously while the excitation is applied. ",FALSE," A failure to conduct powered-on vibration test may increase the risk of flight equipment containing flaws or intermittencies, such as electrical arcing, open circuits, and relay chatter, that may cause mission compromises or hardware failures. "
2/1/1999,758,Aeronautics Research,,FALSE," Failure to thoroughly analyze the pressures, temperatures, and flow rates of gases and fluids in propulsion systems using Computational Fluid Dynamics (CFD) techniques prior to design and manufacture could result in inadequate strength, thermal protection, and operational control of liquid rocket propulsion systems and related launch vehicles and components. The ultimate result of inadequate designs could be excessive redesign and testing, increased costs, and the potential for launch vehicle, engine, system, or component failure. "
2/1/1999,756,Aeronautics Research,,FALSE," Sneak circuits that escape cursory design screening can result in schedule delays, damage to equipment during test, downtime during operation, increased cost, and possible loss of spacecraft or crew. Too-late implementation of a sneak analysis can result in high project costs due to redesign and redevelopment efforts. "
2/1/1999,754,Aeronautics Research,,FALSE, Failure to adhere to sound contamination control for optical systems could result in degradation of the expected scientific data return by obscuring the optical surfaces with particles and molecular deposits. 
2/1/1999,804,Aeronautics Research,,FALSE, Nonpractice could result in unacceptable degradation of the optical system with unacceptable scientific results and considerable loss of resources. 
2/1/1999,803,Aeronautics Research,,FALSE," Failure to adhere to these guidelines could create operational schedule delays, increase operational costs, decrease the effectiveness of failure management, and could result in loss of the mission, loss of a vehicle, or loss of life. "
2/1/1999,802,Aeronautics Research,,FALSE, Failure to perform long term mission simulations will result in inadequate knowledge of long duration performance characteristics and could result in the retention of undesirable battery characteristics or failure modes that would result in mission failure. 
2/1/1999,782,Aeronautics Research," Preferred Practice for Design &amp; Test. The failure to perform part stress analysis likely will result in several overstressed parts in the design. These will become the life limiting items of the design and produce unacceptably short-lived hardware. If the analysis is performed at nominal temperature and operating points, without derating, or without a detailed thermal analysis, there will be no margin for contingencies and the nominal life expectancy also will be degraded. Every part in an electrical design is subjected to a worst-case part stress analysis performed at the anticipated part temperature experienced during the assembly qualification test (typically 75 degrees C). Every part must meet the project stress derating requirements or be accepted by a formal project waiver.  
     ",FALSE," The failure to perform part stress analysis likely will result in several overstressed parts in the design. These will become the life limiting items of the design and produce unacceptably short-lived hardware. If the analysis is performed at nominal temperature and operating points, without derating, or without a detailed thermal analysis, there will be no margin for contingencies and the nominal life expectancy also will be degraded. "
2/1/1999,780,Aeronautics Research," Preferred Practice for Design &amp; Test. Non-practice poses a higher risk of flight failure, particularly for small components near the explosive source. Subject potentially sensitive flight assemblies that contain electronic equipment or mechanical devices, as well as entire flight systems, to pyrotechnic shock (pyroshock) as part of a development, acceptance, protoflight, or qualification test program. Perform visual inspection and functional verification testing before and after each pyroshock exposure. Where feasible, perform assembly-level and system-level pyroshock tests with the test article powered and operational to better detect intermittent failures. ",FALSE," Nonpractice poses a higher risk of flight failure, particularly for small components near the explosive source. "
2/1/1999,752,Aeronautics Research,,FALSE," Failure to adhere to the practices described herein could result in internal or external leakage of the aerospace check valve or failure of the valve to open or close properly and quickly during operation. Internal leakage could be caused by the poppet failing to close, seat damage, contamination, and instability or chattering of the valve poppet. Internal leakage could result in detrimental back flow, loss of pressure downstream, and system malfunction. A variety of final effects could include improper response to control system commands, loss of fluids through purge ports, fire due to the mixing of hypergolic components, and engine or system premature shutdown, causing a mission delay or abort. "
2/1/1999,750,Aeronautics Research,,FALSE," Insufficient sealing of hydrogen liquid or hydrogen gasses in the fuel turbopump could cause improper operation and/or loss of hydrogen to the environment, causing a potential catastrophic fire or explosion. Failure of bearings or turbine blades could cause loss of power and turbopump in operation. Failure to operate could result in mission abort, and an explosion could cause loss of life as well as the mission hardware. "
2/1/1999,800,Aeronautics Research," Preferred Practice for Design &amp; Test. Dielectric compositions used in such spacecraft materials as circuit boards, cable insulation and thermal blankets will build up an imbedded charge when exposed to a natural space environment featuring energetic electrons. If the electric field resulting from the imbedded charge exceeds the breakdown threshold for the dielectric, an arc will occur, damaging the dielectric and producing an electromagnetic pulse which can couple into subsystem electronics. Enhance hardware reliability in an energetic electron environment by conducting a materials inventory, resistivity analysis, and shielding assessment. Ascertain material susceptibility to deep dielectric charging and explosive discharge when the material:  
     

     1. Is exposed to an energetic electron flux exceeding 2x10^5 electrons/(cm^2 -s), and  
     2. Achieves an imbedded charge density greater than a threshold of 10^11 electrons/cm^2.  
     ",FALSE," Non-compliance with the IESD practice will result in increased risk of deep dielectric charging when energetic electrons are encountered. Internal discharges result from severe electron environments; they produce electromagnetic pulses that can couple into subsystem electronics, resulting in anomalous spacecraft behavior. Dielectric breakdown and material failure also occurs. "
2/1/1999,778,Aeronautics Research,,FALSE," Noncompliance with outgassing requirements could result in degraded science data due to excessive contamination of an instrument, or in the complete failure of a space flight mission. Noncompliance with outgassing requirements could result in non-approval of materials for space flight use. If the non-approved materials are already assembled in a flight vehicle or scientific instrument, they may have to be removed and replaced by approved materials. "
2/1/1999,798,Aeronautics Research," Preferred Practice for Design &amp; Test. Interference may be encountered during system test or count-down which could impact the schedule. If it is encountered after launch, the result could be unpredicted or uncontrollable performance. 

     Unexpected interference in receivers can be avoided in a complex system of transmitters and receivers by performing an intermodulation analysis to identify and solve potential problems. Various emitters may be encountered during test, launch, boost, separation and flight. There are a large number of these harmonics and intermodulation products from which potential sources of spurious radiated interferences are identified by a computer aided analysis and corrective measures evaluated.  
     ",FALSE," Interference may be encountered during system test or count-down which could impact the schedule. If it is encountered after launch, the result could be unpredicted or uncontrollable performance. "
2/1/1999,765,Aeronautics Research,,FALSE," Failure to detect cracks, flaws, and voids in aerospace materials through the proper use of ultrasonic testing and other approved nondestructive evaluation methods could result in the use of weakened structures, unbonded propellants and insulation layers, and potential pressure vessel failures or burnthroughs due to increased propellant surface area, resulting in potential mission failure. "
2/1/1999,776,Aeronautics Research," Preferred Practice for Design &amp; Test. Erratic or uncontrolled performance may occur which could compromise or abort the mission. Verify that a flight vehicle or system is hardened to the launch, boost, and flight electromagnetic radiation environment by radiating simultaneously, during system checkout, on all major emission frequencies that are known to exist during vehicle operations. Monitor all critical systems for erroneous performance while the spacecraft or system is stepped through all operating modes. ",FALSE, Erratic or uncontrolled performance may occur which could compromise or abort the mission. 
2/1/1999,774,Aeronautics Research, Preferred Practice for Design &amp; Test. Erratic or uncontrolled performance may occur which could compromise or abort the mission. Direct current (DC) electrical isolation verification tests are made as part of the EMC test of hardware prior to final spacecraft assembly. Flight acceptance isolation retest is required after any hardware rework of subsystems with electrical interfaces that utilize system wiring. ,FALSE, Erratic or uncontrolled performance may occur which could compromise or abort the mission. 
2/1/1999,763,Aeronautics Research,,FALSE," Failure to conduct integrated ground system tests of launch vehicle propulsion systems could result in the inability to locate and correct critical interface and launch preparation problems that could cause launch delays, hazards to personnel, loss of the mission, and/or loss of the crew. "
1/21/1999,608,Aeronautics Research," When communications are phrased ambiguously, foreign partners who use English as a second language may misinterpret requirements. In the case of the Huygens probe, a requirement specifying the memory location of probe science data confused the European Space Agency. The use of a diagram would have helped. Hence, when working with foreign partners, document requirements in terms that describe the intent very clearly. ",FALSE, It is especially important when working with foreign partners to document requirements in terms that describe the intent very clearly; include graphics where possible. 
1/21/1999,1230,Aeronautics Research,,FALSE, Shaping /bending of tubes must take into consideration the oval-shaped deformations that result when planning for subsequent welds 
1/14/1999,609,Aeronautics Research," During the terminal countdown for the first attempted launch of Cassini, spacecraft telemetry channels indicated a false alarm condition that delayed verification of spacecraft readiness for launch, and contributed to a delay on the first launch day. The anomaly was traced to erroneous telemetry documentation. 

     Develop and release the launch procedure early enough for comprehensive testing prior to launch. Rigorously test and verify all telemetry channels and their alarms, and ensure documentation such as telemetry definitions is kept up to-date.  
     ",FALSE, All spacecraft related launch operation procedures should be demonstrated multiple times prior to shipment. 
1/1/1999,621,Aeronautics Research, CHeX: In 1998 the CHeX space flight hardware was damaged due to a drop caused by failure of the lift fixture during transfer of the cryoprobe to a support structure. CHeX: Implement positive means of assuring lift fixtures are assembled in the same configuration as proof-tested. Assure operators and supervisors are trained to perform critical lifts. ,TRUE,"  
        The same care that is provided during pre-flight operations should be given to flight hardware after completion of its mission.  

        Assure that lift fixture design and lift procedures are fail-safe.  

        Implement positive means (tagging and tethering) of assuring lift fixtures are assembled in the same configuration as proof-tested.  

        Assure operators and supervisors are trained to perform critical lifts, including pre-operational inspections.  

        Implement the buddy system, or provide adequate supervision, while handling critical hardware.  
      "
12/18/1998,617,Aeronautics Research,,FALSE," The purpose of lessons learned is to provide a global overview of what value-added engineering design and testing practices can be obtained from studying this mishap. In addition, improvements in other processes are also pointed out. The lessons learned are not intended to be additional ""recommendations,"" however, their application is certainly intended to be implemented as good engineering practice. The board, in most cases, related the lessons learned to their findings and recommendations where applicable, however, they did not feel constrained by them. The lessons learned are as follows: 

      
        All components proposed for use in high pressure systems should have demonstrated functionally in an application and environments comparable to their intended use. If the above is not feasible, the component design drawing should be fully assessed or the system should be tested under appropriate conditions in an inert environment and disassembled and inspected prior to use in oxygen environments.  

        Chairpersons of Design Reviews, ORIs, etc., should make sure that review documentation accurately reflects the hardware under review.  

        Prospective suppliers should be required to provide historical data to verify their qualification to supply components for the specified environment and intended use.  

        Performance Specifications for purchases of high pressure components must include requirements for demonstrated capability in the media and environment in which the component is to be used.  

        Extreme caution should be exercised when a significant discrepancy exists between expected and actual test data. Testing should not proceed until the discrepancy has been explained to the satisfaction of appropriate discipline experts, and the test team deems it acceptable to proceed.  
      "
12/12/1998,1252,Aeronautics Research,,FALSE," Initial and revised program requirements (including the statement of work and work breakdown structure) must be effectively communicated and reconciled at all levels of any given program  
      
     "
12/10/1998,607,Aeronautics Research," White spots, identified as &ldquo;mealing,&rdquo; were observed on 10 spare Mars Observer circuit boards, withdrawn from long term storage for use on Mars Global Surveyor. Although the cause of the defects was not established, the handling and warehousing of these flight spares may not have been consistent with their status as potential flight hardware for future projects. Treat flight spares as though they are going to be flown. ",FALSE, The care given to the handling and warehousing of flight spares is not always consistent with their status as potential flight hardware for future projects. 
12/10/1998,1229,Aeronautics Research,,FALSE, Extreme care must be given to unplanned disconnection of previously connected electrical contactors to ensure that a good connection is restored 
12/10/1998,606,Aeronautics Research,,FALSE," Careful consideration of the effects of failure must be made before using cast iron parts in steam systems. 

     Employees should be trained and prepared to recognize symptoms of unique hazards. If conditions like water hammer are significant operational concerns, procedures and personnel training should specifically address how to recognize (look/listen for) the warning signs. 

     In contracting, be careful of ""slimming down"" technical specifications for performance-based results. "
12/7/1998,1212,Aeronautics Research,,FALSE, The safe back-out of a test when anomalous conditions occur must be built into the test design and operations to ensure the safety of costly test equipment and hardware 
11/16/1998,605,Aeronautics Research,,FALSE," Adequate LOX pump hardware and operations procedures, safeguards and baseline data must be in place to assure that all risks to people, facilities, equipment, or missions are identified and mitigated. Manufacturer's recommended procedures should be integrated into SSC procedures when possible. "
