Time,event_id,event_type,abstract,safety,event_narrative
6/4/2013,7176,Aeronautics Research,"2010 was a significant year for NASAês James Webb Space Telescope Program.  The National Academy of Sciences Astronomy Decadal Survey reaffirmed that completing the Webb Telescope was the nationês top astronomy priority. At nearly the same time, Senator Barbara Mikulski, a long-time Webb advocate, requested an independent review of the successor to the Hubble Space Telescope, as the JWST Program was beginning a replan due to its continual budget troubles.

When an independent panel of experts published its review of the Program in October of 2010, its members recommended the Project shift from focusing on technology development to managing the Webbês life cycle cost and launch readiness date, with the Project getting more visibility inside NASA by reporting directly to the Goddard Center Director and the Program reporting directly to the Agencyês Associate Administrator. This lesson describes changes in the JWST Program Office's approach to management and the resulting positive outcomes, recognizing that the telescope still has years of fabrication, integration, assembly and test ahead.",FALSE,"Once the program was put on a sound foundation for development through launch with the JWST rebaseline in 2011, NASA had to address the management issues identified by the independent review panel. The new JWST Program Director describes changes in five areas that have led, thus far, to considerably improved telescope development performance. The areas are:

  clearly defined authority, responsibility and accountability;  
  improved communication;  
  commitment to the established baseline;  
  improved risk management;  
  independent review and increased program planning and control capability and analysis.  
</ul>"
5/28/2013,7156,Aeronautics Research,"Penetrating into a building subsurface requires special precautions to minimize the potential of coming across a visually hidden hazard, and the consequences should such a hazard be encountered. Recommendations are outlined to avert such a situation.",TRUE,"      Using out of date or unintelligible building drawings to guide potentially hazardous work is comparable to not consulting any drawings at all. This practice actually increases the risk of exposing personnel to hazards since the work is unjustifiably considered to be safe or controlled. Consequently: a. A hazard analysis should be performed when a standard control is compromised or suspect. 

      Critical safety requirements and processes may be undermined and overlooked if they are placed in the appendices of a document, they do not provide sufficient implementation details, or if they reference non-existent documents. 

      Halting a penetration operation and investigating it when there is a change in backpressure or ejection of an unexpected material is a good practice that can prevent a serious injury.     "
4/29/2013,7076,Exploration Systems,During Program or Project Life Cycle Reviews such as the Ground Systems Development and Operations (GSDO) Program System Requirements Review/ System Definition Review (SRR/SDR) details of review execution can make a big difference in how stakeholders perceive the review. Lessons Learned were identified during execution of GSDO SRR/SDR. Some of these lessons are positive (things done well) and some were areas for improvement.,FALSE,"Providing paper or electronic copies of presentation materials to reviewers prior to the kickoff or Board meetings would allow people to have better access to the material during meetings. Reviewers may have difficulty seeing the presentation. Some reviewers want to read the presentation prior to the meeting. Identifying the Standing Review Board (SRB) needs ahead of time - paper copies of review materials, work areas for their discussions or other accommodations, is helpful. When conducting comment disposition meetings or panels, the review team must ensure that teleconference and online meeting/ web conferencing information are clearly posted on the review portal ahead of time so everyone can easily find this information. Review teams and panels should post agendas on the review portal that show topics and their allotted time slot. Sometimes people are supporting different meetings and activities and they need to know what time a particular subject is slated for discussion so they can ensure they are in the right place at the right time. The best practice would be to have  agendas for these meetings updated to the review portal during each of the meetings. It is important that the review support team members be available to work issues and be responsive to requests for help. Attendees frequently have questions or need information."
4/18/2013,8302,Human Exploration and Operations,"  A JPL Operations Working Group convened in November 2010 to review in-flight spacecraft command file errors and identify measures to mitigate the impact on mission operations. The group briefed those projects approaching launch and early cruise operations on their findings and recommendations. Projects entering Phase E, or entering post-launch periods of increased operational tempo, should consider these proactive steps to minimize command file errors. ",FALSE,"  Experience since JPL began tracking command file error trends in 2000 suggests:  
   
    Command file error rates increase during launch and early cruise operations, along with times of increased operations tempo (encounters, orbital operations) and execution of first time events.   ¾   
    Each project needs to proactively balance the risk of command file errors, as compared with other project risks and project resource constraints, in evaluating the recommendations listed below.   
  "
4/16/2013,7096,Exploration Systems,"After a NASA Engineering and Safety Center (NESC) Assessment of the use of International Space Station (ISS) European-manufactured modules that did not receive post-proof weld non-destructive evaluation (NDE), significant lessons were learned relating to the use of Leak Before Burst (LBB) criteria versus safe-life criteria as a design tool for complex fracture critical welded structures.",FALSE,Complex fracture critical welded structures should be assessed using safe-life analysis techniques that utilize post-proof NDE results and incorporate weld drawing/specification allowables.
4/9/2013,7036,Exploration Systems,"During the time period between late calendar year (CY) 2005 and the middle of CY 2007, a member of the NASA Engineering and Safety Center (NESC) Guidance Navigation and Control (GN&C) Technical Discipline Team (TDT) provided specialized engineering technical support to the Defense Advanced Research Project Agency (DARPA) Orbital Express (OE) Demonstration System mission. An NESC report, A Summary of the Rendezvous, Proximity Operations, Docking, and Undocking (RPODU) Lessons Learned from the Defense Advanced Research Project Agency (DARPA) Orbital Express (OE) Demonstration System Mission, was published at the conclusion of this assignment.",FALSE,"The following lessons learned summarize the knowledge or understanding that the Automated Rendezvous and Docking (AR&D) community of practice (COP) has gained from the OE experience. For a more detailed explanation of each Lesson, the NESC final report referenced in the abstract should be reviewed.        System designers and operators should be mindful of implicit assumptions concerning the availability of a navigation state. 
       Infrared (IR) sensors can enhance system robustness to unanticipated lighting variations. 
       A coupling between sensor and navigation software is susceptible to mutually reinforcing problems. 
      To achieve an effective sensor calibration on-orbit, the target vehicle should not be present in the sensorsê fields of view, and possible sources of image corruption should be included.
       Situational awareness imagery can be critically important in aiding the ground operations teamês recovery from an abort, and since ground-based assets provide limited coverage, providing such data via the Tracking and Data Relay Satellite System (TDRSS) should be a system capability.
       The navigation filter must be able to identify and screen out erroneous sensor data without affecting the filterês processing of valid sensor data.      "
3/15/2013,7016,Space Operations,Data Sanitation and Verification for hard drives prior to excessing can be performed several different ways. The current method has some challenges and required workarounds.,FALSE,"Performing data sanitation and verification can be done many ways. Using the DBAN software directly has several issues and requires workarounds. The DBAN.iso image would not run without errors. Searching forums online located several workarounds. We received a 'No drives found' message which required us to edit the script called Main, search for SD_FOUND and modify the /dev section to say /dev/cciss. Then, modify the sd[a-z] to say c0d[0-9]. At this point, the Main script would run on some servers. Some servers would fail with the message /dev/cciss/c0d0 (process crash). We researched several workarounds and found that the best solution was to load the shareware software Parted Magic before running DBAN. This combination ran without problems and the disks were validated to have been sanitized."
3/12/2013,6977,Exploration Systems,"During Program or Project Life Cycle Reviews such as the Ground Systems Development and Operations (GSDO) Program System Requirements Review/System Definition Review (SRR/SDR) the choice of review tools and how they can be used is important. Easy to use, intuitive tools for collecting and disposition of comments can help with review success.",FALSE,"   Positive finding: Having a centralized portal for all materials related to the lifecycle review is important. This portal should be opened prior to review kickoff. 

  Area for improvement: the review portal needs to be updated frequently during the course of the review with meeting minutes and meeting agendas (especially for lower level panels). 
     Area for improvement: The review portal should have a document search capability to make it easy to locate products to be reviewed.   </ul>
 
     Positive finding: A tool for collecting, updating and dispositioning comments was used for the GSDO SRR/SDR. It is important that this tool be very easy and intuitive for all commenters, comment sponsors and administrators. 
  Area for improvement: It is important that comment status and disposition be immediately updated and available at the review portal. Once a Board or Panel makes decisions the comment tool should be updated the same day if possible. A very useful function for this tool to have is the ability to sort comments by disposition (accepted, withdrawn, etc.) as well as comment status (sponsored, not sponsored etc.).    </ul>   </ul>"
2/26/2013,8202,Aeronautics Research,  The text has been redacted for International Traffic in Arms Regulations (ITAR) compliance. ,TRUE,  The text has been redacted for International Traffic in Arms Regulations (ITAR) compliance.¾ 
2/26/2013,6937,Aeronautics Research,An independent review of the sensitivities of Loctite&amp;reg; 242 and 271 for use as a secondary locking feature on International Space Station (ISS) and flight vehicle applications yielded eight Lessons Learned.,FALSE,"Loctite&amp;reg; 242 and 271 provide resistance to preload reduction (i. e., vibration loosening) as least as good as that provided by locking inserts; military and industry specifications regarding the application and use of liquid locking compounds (LLCs) are inconsistent and contradictory; proper application processes must be developed for each unique application using LLCs; and the primary factors that affect LLC cure include: substrate cleanliness; proper substrate surface activation; thread class; hole type; and LCC application to both the female and male substrate surfaces. 1) When Loctite&amp;reg; cures sufficiently, it provides secondary locking of threaded fasteners at least as good as prevailing torque locking fasteners. 2) Loctite&amp;reg; should be applied to both male and female threads in sufficient quantity to eliminate air in the thread gap (cure depends on absence of oxygen). 3) Activator / primer should be used prior to application of Loctite&amp;reg; threadlocker (improves cure and reduces cure time when used with non-active thread material). 4) Threaded surfaces should be cleaned of grease and contaminates before application of Loctite&amp;reg; activator / primer and Loctite&amp;reg; thread locker. 5) Loctite&amp;reg; should not be used with fastener threads coated with dry film lubricant (DFL). 6) Loctite&amp;reg; cure time is longer when used with blind holes than with thru holes. 7) Tighter hole tolerance improves Loctite&amp;reg; breakaway torque. 8) Loctite&amp;reg; cure is not a function of preload."
2/13/2013,8301,Human Exploration and Operations,"  The repurposing of the Stardust and Deep Impact spacecraft and ground system resources for new missions created additional costs and unexpected burdens for mission operations. When repurposing hardware already in flight, perform an inheritance review to examine the capabilities and limitations of the system and other primary mission resources against the operations needs of the mission. ",FALSE,  The text has been redacted for International Traffic in Arms Regulations (ITAR) compliance.¾ 
1/19/2013,6936,Aeronautics Research,"A special Program Management Council review was conducted for the James Webb Space Telescope (JWST) replan. The project provided a Joint Confidence Level (JCL) tutorial, but there was insufficient time for that tutorial, and many cost estimate questions took time to answer (questions that ranged from the basis of the JCL, why NASA is using the methodology, to detailed implementation questions).  Training sessions and improved documentation were recommended.",FALSE,"The Stratospheric Observatory for Infrared Astronomy (SOFIA) JCL how-to manual prepared by the SOFIA program and briefed at the PM Challenge, was very helpful to the JWST project, particularly in the details of how to run the JCL software. The JWST program also prepared a JCL how-to manual. The Standing Review Board schedule analyst made the most valuable contributions in the SRB review of the JCL, by providing suggested changes to the schedule logic network and interconnections."
12/1/2012,7136,Exploration Systems,"The International Space Station (ISS) Hardware Disposition Project occurred over a twenty-two month period (Nov 2010 _ Sep 2012) and resulted in the disposition of over 971 Program Model Numbers (PMN)/systems, which was 10% over the planned baseline of 880. A strong relationship with partners, along with early inclusion of stakeholders, facilitated timely disposition processing including the reduction of screening times.",FALSE,"    It was important to pursue and implement Lean/Accelerated Improvement workshops to develop tools and processes that create a high performance team. Each team member had to become familiar with each disciplineês processes; this allowed for increased productivity for the entire team as a whole.        Continual early coordination with the appropriate Program and Configuration management personnel was paramount to ensure timely release of Change Revision (CR) documentation. This was required for the downgrade of the flight hardware before it could actually undergo disposition.        Realize flexibility and change is inevitable! The Team remained flexible throughout the life of the project as additional PMNs/Systems were added for disposition.  Realize process sequences may change.  For example, the IDT discovered screening should be done earlier in the process to avoid possible re-work.   </ul>"
11/20/2012,6856,Aeronautics Research,"Independent assessments of the NASA lessons learned process have found that NASA programs and projects fail to systematically make use of the NASA lessons learned repository. However, even if NASA projects do conscientiously assess their compliance with lesson learned recommendations, there is no assurance that the proper project staff member will read and apply a key lesson learned at the optimal point in the project lifecycle. Therefore, such project activity should be augmented by efforts at the institutional level to achieve closed-loop infusion of lesson learned recommendations into the key NASA Center standards and processes by which work is always done.",FALSE,"Independent assessments of the NASA lessons learned process have reported that NASA programs and projects fail to systematically make use of the NASA lessons learned repository. Although major JPL projects do conduct self-assessments of project compliance with the lesson learned recommendations, it is difficult to assure that the appropriate subject matter expert applies a key lesson learned at the specific point in time best suited to lesson learning by a project. However, self-assessments can be augmented by active measures at the institutional level to infuse NASA lessons learned into key engineering standards and processes."
10/14/2012,6996,Science,The Lunar Atmosphere and Dust Environment Explorer (LADEE) project did not pass its System Integration Review (SIR) held in November 2011. Lessons were learned relative to the timing of the SIR within a project life cycle and the importance of tailoring the timing and review approach to the unique circumstances of the specific project.,FALSE,"       A broad range of practices exists for SIR timing as defined by NPR7123.1, NASA Systems Engineering Processes and Requirements. Implications of SIR placement within the project development flow must be fully assessed and understood by all stakeholders. 
       The SIR timing and approach should be tailored for specific project risks considering, for example, spacecraft and observatory complexity and relative project experience. If necessary, consideration should be given to staging separate spacecraft (major components and systems coming together) and observatory (spacecraft and payloads coming together) integration readiness reviews.        All tailoring must be well communicated across stakeholders and major review participants (e.g. Project, Standing Review Board, Program, Center Leadership).      "
9/25/2012,6776,Aeronautics Research,A sprinkler head failure in office spaces triggered a power shutdown in an adjacent data center during non-office hours. Assure that Center security and facilities organizations are prepared to respond appropriately to emergencies. Assess the need for major data centers to be equipped with an isolated fire alarm/suppression system that will not be triggered by alarms originating in the buildingês non-critical spaces.,TRUE,"Electrical outages in data centers and other critical facilities that are triggered in error may have a major impact on critical NASA operations. Two weeks prior to the Building 600 incident, a server outage (Reference (2)), caused loss of telemetry flow to an MSL testbed during operational readiness testing. The Building 600 incident might have had even more serious consequences had it occurred in an MSL command and telemetry processing facility because the MSL spacecraft was due to launch in another three months.<br><br>

Especially water-sensitive facilities like major data centers and museums are known to require special (i.e., double-interlock, preaction) fire suppression systems. Although JPL is continuing to install double-lock isolated systems in major data centers where appropriate (e.g., the new data center in Building 230), they are not suitable for all data processing facilities. (Small rooms with one or two servers may not warrant special measures, and a gas suppression system (e.g., halon) is often preferable for data centers.) Because protective systems may be triggered during night or weekend hours when cognizant personnel are not present, potential first responders (e.g., security guards) must be familiar with the required steps to be taken."
8/28/2012,6696,Science,"A failure in the system-level testing of the MSL Robotic Arm was traced to GSE wiring that was mis-connected. Because re-test was not feasible, the functionality was verified by analysis. For system-level thermal testing during ATLO, the functionality of all GSE instrumentation should be unequivocally verified prior to closing the chamber doors.",FALSE,"Once EGSE has been integrated with flight hardware, the spacecraft has been placed in a thermal-vacuum chamber, and the testing reveals that EGSE was not properly configured to test the functionality of one of the components, it may not be feasible to interrupt system-level testing to correct the test configuration error. For the MSL Drill Force Transducer, verification was accomplished by analysis, but this practice is not generally considered as satisfactory as verification by test."
8/28/2012,6796,Science,"A payload door failed to deploy on a sounding rocket mission intended to advance the technology for autonomous navigation. In addition to several design flaws, an anomaly investigation board identified several process escapes. Several rigorous mechanical design practices are recommended, along with processes to verify that the specified materials are used, wiring harnesses are not mis-mated, and key knowledge is retained upon personnel rotations.",FALSE,"In-flight failures are not unexpected on low cost, high risk, projects like the Phaeton projects that provide a learning experience for junior engineers. Nevertheless, the following TRaiNED lessons learned are applicable to any class of flight project: 

      The anomaly report for the Heyne mission (Reference (1)) identified several design flaws.   <FONT COLOR=""FF0000"">This paragraph, which describes inherent weaknesses with the design of the door assembly for the Heyne mission, has been redacted for ITAR compliance.</FONT>  <br>   

  The material traceability and control processes for the fabrication and assembly of critical flight hardware were deficient.   <FONT COLOR=""FF0000"">This paragraph, which explains the flight hardware material traceability and control process deficiencies, has been redacted for ITAR compliance.</FONT>  <br>   

  The wiring harnesses for the two pyrotechnics were indistinguishable and could have been inadvertently swapped.  <FONT COLOR=""FF0000""> This paragraph, which reports a hardware feature that could result in mis-wiring of pyros, has been redacted for ITAR compliance.</FONT>  <br>   

  Long delays in missions that interrupt the typical mission timelines can be a complicating factor in both pre-launch mission assurance and post-flight collection of information.  <FONT COLOR=""FF0000""> This paragraph, which discusses the effect of changes in payload team staffing upon proper disassembly of the blow-off door, has been redacted for ITAR compliance.</FONT>    "
8/8/2012,6837,Aeronautics Research,"The Space Shuttle Transition and Retirement (T&R) team was responsible for the management and disposition of a large amount of real and personal property spread across a number of NASA centers, contractors, subcontractors, and vendors. Environmental requirements and potential environmentally-driven risks impact all aspects of property disposition, including the management of hazardous materials; end state of hardware sent to museums, transferred to other programs, or sold; end state of real or personal property; compliance with numerous Federal State and local regulations. The T&R team managed these diverse requirements and potential risks by identifying an environmental cross-cutting function, developing an environmental management plan, relying on the expertise at the Center Environmental Offices and prime contractors, and establishing an integrated environmental support team.",FALSE,"The most effective way to ensure that environmental requirements are met in the planning and implementation of a large effort involving many stakeholders is to identify a cross-cutting function and an integrated team willing to define requirements, and share issues and lessons learned. Environmental offices at the NASA Centers, as well as prime contractors, maintain skilled environmental teams that address environmental issues at their facility. Creating a team that can work together to identify and address cross-center and cross-project environmental issues and develop consensus on requirements helped the Shuttle T&R team dispose of property while reducing environmental risks and meeting requirements."
8/8/2012,6836,Aeronautics Research,"The Space Shuttle Program Transition and Retirement (T&R) team was responsible for the disposition of a large amount of personal property located at NASA Centers and contractor facilities. A large percentage of this property was transferred to other NASA programs, NASA centers, and other federal organizations, or sold to outside entities; and some material was sold as scrap. The T&R team also had to manage the disposition of property that was not immediately identified as having the potential for recycling, including x-ray film, paper, items containing lead, and property with the potential to contain small amounts of Polychlorinated Biphenyls (PCBs). The T&R team put extra effort into identifying recycling opportunities for this property, resulting in cost savings and/or savings on disposal costs, and supporting the Agencyês overall sustainability efforts.",FALSE,"Property planned for disposal at NASA Centers and contractors can often be recycled or sold for scrap, but some property that can be recycled is not always obvious and Programs may have limited awareness about recycling. This includes scrap metal and electronics, which are ordinarily recycled, as well as paper, x-ray film and even materials containing lead or PCBs if properly handled. Identifying potential recyclers requires some additional effort but can recoup funds or save disposal costs."
8/7/2012,6656,Aeronautics Research,"Recent NASA spaceflight projects that have undergone IV&V of their mission software perceive the process as offering concrete benefits beyond those accrued through V&V performed solely by project personnel. The specific benefits accrued to four recent JPL spaceflight projects from participation by the NASA IV&V Center are discussed, and some recommendations for future IV&V programs are proposed.",FALSE,"Recent NASA spaceflight projects that have undergone IV&V of their mission software perceive the process as offering concrete benefits beyond those accrued through V&V performed solely by project personnel. Frequently, it was IV&V discoveries that stimulated the PSSEs to study the flight software coding and functionality and to verify that a defect existed."
8/1/2012,6576,Aeronautics Research,Funding opportunities that require relatively quick response times such that project plans are based on premature designs (in this case 30%) should incorporate commensurate budget and schedule contingencies to address the inevitable cost and schedule growth that will occur as the design matures.,FALSE,"  
  Short term funding opportunities may dictate, or tempt, a less than thorough or mature cost and schedule estimate.
  
  Proposals will have to balance the possibility of being turned down for being too costly with being approved with insufficient resources.  
  There is a certain gamesmanship and constant advocacy required to convince the funding Program to fund a project at a level appropriate to meet all objectives.  
  
  
  Rushing an estimate on a design that is already under conceptualized (less than 30% design) will result in significant cost and schedule growth.  
  Unique systems and processes will be the most difficult to estimate and will require the largest budget and schedule contingencies.  
  Pulling an initially under estimated project back into an acceptable scope/cost/schedule box is dependent on the project's ability to negotiate a descoped set of requirements with the customer.  
  "
6/7/2012,6816,Exploration Systems,"Thermal Protect System (TPS) foam cracking on the ET was discovered during the STS-133 post-drain walk-down after the scrubbed launch attempt on November 5, 2010. An investigation was conducted to determine the root cause of the stringer cracks and corrective actions to return the ET IT to flight status. The root cause was determined to be the result of a failed aluminum-lithum (Al-Li) stringer, an element of the exterior metal surface of the Intertank.",FALSE,"When material substitutions are being considered for an existing design (development or operational), a comprehensive systems cost/benefit analysis assessment of critical design factors (e.g., performance, manufacturing, operations) should be conducted to minimize the potential for unintended consequences."
6/5/2012,6657,Space Operations,"Use of a multi-mission operations system has permitted new NASA projects to reduce the cost, schedule, and risk of developing such systems anew, while improving mission performance. Projects should be AMMOS ""capability-driven,"" matching their MOS needs to the established AMMOS capabilities instead of vice versa.",FALSE,"The NASA engineering culture prizes MOS development plans that offer to maximize the performance achievable by ground and flight systems. Nevertheless, NASA projects have saved significant MOS development costs and mitigated risk by adapting existing AMMOS capabilities to the new mission, instead of developing a new MOS, to the maximum extent feasible. Rather than constraining innovation, the use of proven AMMOS capabilities may provide projects with more freedom to innovate because most of the risks have been mitigated by fixing anomalies on previous projects."
5/31/2012,7196,Aeronautics Research,"  NASA centers implement project Risk Management in different ways so close coordination between centers is needed to avoid confusion and duplication of efforts when developing project risk management processes, procedures and products. ",FALSE,"  NASA centers have different risk management philosophies, practices and cultures that do not readily support a uniform multi-center project risk management effort. Close coordination between center project management and risk management team members must be established early to develop a uniform risk management process for the project. "
5/29/2012,6616,Exploration Systems,An Orion composite structural part was scrapped due to loss of vacuum during cure. The failure investigation revealed that loss of vacuum was caused by a leak in the vacuum bag due to excessive bleed of resin all the way to this bag.,FALSE,"During the design development and manufacturing process development phase, establish configuration controlled manufacturing processes. These manufacturing processes should establish the critical steps and provide detailed work instructions for the critical steps. Changes to the build process require a configuration controlled revision to these manufacturing processes. If significant time has elapsed or a new manufacturing crew is used, require them to hold a process walk thru of the manufacturing process to assure they understand the steps in the process, the equipment required, condition of the equipment, and materials required. The fit of the vacuum curing bag materials is a critical parameter for the curing of a composite structural part. The perforated release film and solid release film are susceptible to having unintended holes when the materials do not lay flat. The process step of cutting the materials into gore sections was not documented within the bagging process instructions. These steps need to be documented to assure that these steps performed consistently."
